placa,data,km
KMT7D25,2025-05-25,184961.8
KMT7D25,2025-06-06,186872.8
KMT7D25,2025-06-07,186882.2
KMT7D25,2025-06-09,187371.2
KMT7D25,2025-06-14,188668.7
KMT7D25,2025-06-17,189224.6
KMT7D25,2025-06-19,189705.8
KMT7D25,2025-06-23,190400.1
KMT7D25,2025-07-15,195002.0
KMT7D25,2025-07-21,196138.8
KMT7D25,2025-07-25,196800.1
KMT7D25,2025-08-12,199776.3
KMT7D25,2025-08-15,200218.7
KMT7D25,2025-08-18,200697.7
KMT7D25,2025-08-30,203491.3
KMT7D25,2025-09-03,204598.1
KMT7D25,2025-09-06,205146.0
KMT7D25,2025-09-26,210218.9
KMT7D25,2025-10-01,210939.7
KMT7D25,2025-10-04,211687.3
KMT7D25,2025-10-08,212726.4
KMT7D25,2025-10-21,215812.9
KMT7D25,2025-10-25,216903.8
KMT7D25,2025-11-01,218572.1
KMT7D25,2025-11-11,220956.1
KMT7D25,2025-11-14,221792.2
KMT7D25,2025-11-21,223646.3
KMT7D25,2025-11-28,224937.9
KMT7D25,2025-12-17,228967.6
KMT7D25,2026-01-22,235879.3
KMT7D25,2026-01-26,236834.6
KMT7D25,2026-01-29,237668.6
KMT7D25,2026-02-22,242102.9
KMT7D25,2026-03-02,244009.8
KMT7D25,2026-03-03,244237.1
KMT7D25,2026-03-04,244471.0
KMT7D25,2026-03-16,247073.0
KMT7D25,2026-03-26,248405.6
KMT7D25,2026-04-18,254092.1
KMT7D25,2026-04-24,255358.8
KMT7D25,2026-04-29,256236.1
KMT7D25,2026-05-02,257058.0
KMT7D25,2026-05-03,257335.7
KMT7D25,2026-05-07,258283.6
KMT7D25,2026-05-18,260362.7
KMT7D25,2026-05-26,261752.0
KSH5G64,2024-01-29,94801.8
KSH5G64,2024-02-03,95045.7
KSH5G64,2024-02-10,95701.6
KSH5G64,2024-02-12,95782.9
KSH5G64,2024-02-13,95789.4
KSH5G64,2024-02-20,96335.2
KSH5G64,2024-02-26,96982.1
KSH5G64,2024-03-10,98405.4
KSH5G64,2024-03-24,99505.3
KSH5G64,2024-03-26,99608.5
KSH5G64,2024-04-01,100256.1
KSH5G64,2024-04-03,100464.0
KSH5G64,2024-04-08,100971.9
KSH5G64,2024-04-15,101650.5
KSH5G64,2024-04-19,101955.8
KSH5G64,2024-05-25,104674.9
KSH5G64,2024-05-31,105025.8
KSH5G64,2024-06-03,105238.1
KSH5G64,2024-06-09,105684.1
KSH5G64,2024-06-11,105909.4
KSH5G64,2024-06-21,106969.8
KSH5G64,2024-07-17,109288.0
KSH5G64,2024-07-21,109546.5
KSH5G64,2024-07-27,110185.6
KSH5G64,2024-07-29,110279.9
KSH5G64,2024-08-09,111248.3
KSH5G64,2024-08-13,111729.7
KSH5G64,2024-08-15,111828.3
KSH5G64,2024-08-20,112284.4
KSH5G64,2024-08-30,113194.1
KSH5G64,2024-09-10,114074.8
KSH5G64,2024-09-14,114534.5
KSH5G64,2024-09-15,114637.5
KSH5G64,2024-09-16,114780.9
KSH5G64,2024-09-27,115697.8
KSH5G64,2024-10-01,115862.3
KSH5G64,2024-10-02,115861.7
KSH5G64,2024-10-03,115968.6
KSH5G64,2024-10-12,116765.7
KSH5G64,2024-10-16,117190.0
KSH5G64,2024-10-19,117551.1
KSH5G64,2024-11-12,119688.8
KSH5G64,2024-11-14,119950.8
KSH5G64,2024-11-29,121050.9
KSH5G64,2024-12-01,121249.0
KSH5G64,2024-12-03,121341.0
KSH5G64,2024-12-11,122198.5
KSH5G64,2024-12-22,123211.8
KSH5G64,2024-12-27,123493.8
KSH5G64,2025-01-09,124723.9
KSH5G64,2025-01-11,124952.2
KSH5G64,2025-01-17,125363.1
KSH5G64,2025-01-21,125780.1
KSH5G64,2025-01-23,125909.4
KSH5G64,2025-02-03,126755.3
KSH5G64,2025-02-06,126894.8
KSH5G64,2025-02-25,128696.1
KSH5G64,2025-03-01,129115.6
KSH5G64,2025-03-02,129117.0
KSH5G64,2025-03-17,130592.5
KSH5G64,2025-04-01,131901.7
KSH5G64,2025-04-06,132277.2
KSH5G64,2025-04-20,133673.6
KSH5G64,2025-05-04,135093.0
KSH5G64,2025-05-11,135648.2
KSH5G64,2025-06-06,137907.7
KSH5G64,2025-06-07,138019.9
KSH5G64,2025-06-12,138326.1
KSH5G64,2025-06-15,138686.4
KSH5G64,2025-06-28,139839.8
KSH5G64,2025-07-03,140116.0
KSH5G64,2025-07-09,140483.9
KSH5G64,2025-07-15,141194.0
KSH5G64,2025-07-22,141856.0
KSH5G64,2025-08-19,144020.9
KSH5G64,2025-08-22,144237.6
KSH5G64,2025-09-24,146601.5
KSH5G64,2025-09-27,146717.8
KSH5G64,2025-09-30,147040.7
KSH5G64,2025-10-14,148251.9
KSH5G64,2025-10-23,148803.8
KSH5G64,2025-11-02,149863.2
KSH5G64,2025-11-06,150337.0
KSH5G64,2025-11-09,150710.8
KSH5G64,2025-11-21,151788.3
KSH5G64,2025-11-24,152126.0
KSH5G64,2025-11-26,152246.0
KSH5G64,2025-12-04,152904.2
KSH5G64,2025-12-11,153624.2
KSH5G64,2025-12-12,153614.1
KSH5G64,2025-12-13,153607.7
KSH5G64,2025-12-16,153979.9
KSH5G64,2025-12-30,155239.1
KSH5G64,2026-01-01,155340.2
KSH5G64,2026-01-03,155426.2
KSH5G64,2026-01-10,156063.1
KSH5G64,2026-01-11,156158.7
KSH5G64,2026-01-22,157087.2
KSH5G64,2026-01-24,157184.1
KSH5G64,2026-01-26,157392.2
KSH5G64,2026-01-30,157703.8
KSH5G64,2026-02-01,157910.3
KSH5G64,2026-02-11,158688.8
KSH5G64,2026-02-13,158921.8
KSH5G64,2026-02-14,159039.9
KSH5G64,2026-02-23,159821.5
KSH5G64,2026-02-24,159927.0
KSH5G64,2026-02-26,160120.8
KSH5G64,2026-03-01,160374.1
KSH5G64,2026-03-03,160614.0
KSH5G64,2026-03-04,160734.0
KSH5G64,2026-03-09,161067.1
KSH5G64,2026-03-17,161852.2
KSH5G64,2026-03-18,161963.0
KSH5G64,2026-03-25,162577.7
KSH5G64,2026-04-04,163262.0
KSH5G64,2026-04-09,163750.0
KSH5G64,2026-04-19,164669.6
KSH5G64,2026-04-28,165613.7
KSH5G64,2026-05-17,167580.2
LBY6P11,2024-01-04,35570.0
LBY6P11,2024-01-08,36191.8
LBY6P11,2024-01-10,36583.4
LBY6P11,2024-01-13,37094.5
LBY6P11,2024-01-15,37365.4
LBY6P11,2024-01-27,38945.5
LBY6P11,2024-02-08,40991.1
LBY6P11,2024-03-17,46312.9
LBY6P11,2024-03-19,46629.3
LBY6P11,2024-03-21,46913.9
LBY6P11,2024-04-09,49400.1
LBY6P11,2024-04-22,51271.4
LBY6P11,2024-04-26,51919.3
LBY6P11,2024-05-03,53027.3
LBY6P11,2024-05-08,53794.9
LBY6P11,2024-05-09,53948.4
LBY6P11,2024-05-17,55188.4
LBY6P11,2024-06-08,58233.8
LBY6P11,2024-06-10,58490.5
LBY6P11,2024-06-20,60227.6
LBY6P11,2024-07-09,62926.7
LBY6P11,2024-07-10,63119.0
LBY6P11,2024-07-18,64221.2
LBY6P11,2024-07-31,66268.5
LBY6P11,2024-08-09,67610.0
LBY6P11,2024-08-29,70373.7
LBY6P11,2024-08-30,70502.5
LBY6P11,2024-09-18,73504.7
LBY6P11,2024-09-19,73505.0
LBY6P11,2024-09-20,73631.8
LBY6P11,2024-09-28,74678.7
LBY6P11,2024-10-26,79192.0
LBY6P11,2024-11-02,80252.4
LBY6P11,2024-11-13,81672.6
LBY6P11,2024-11-14,81672.5
LBY6P11,2024-11-15,81668.1
LBY6P11,2024-11-24,82875.9
LBY6P11,2024-12-05,84550.2
LBY6P11,2024-12-27,87657.4
LBY6P11,2025-01-03,88519.4
LBY6P11,2025-01-17,90585.0
LBY6P11,2025-01-21,91058.8
LBY6P11,2025-01-26,91602.7
LBY6P11,2025-02-02,92805.9
LBY6P11,2025-02-08,93774.6
LBY6P11,2025-02-12,94435.5
LBY6P11,2025-02-15,94786.6
LBY6P11,2025-02-20,95580.4
LBY6P11,2025-02-21,95707.0
LBY6P11,2025-02-25,96174.9
LBY6P11,2025-03-15,98806.2
LBY6P11,2025-03-27,100404.5
LBY6P11,2025-03-28,100615.9
LBY6P11,2025-03-31,101179.0
LBY6P11,2025-04-01,101336.9
LBY6P11,2025-04-12,103285.9
LBY6P11,2025-04-15,103561.3
LBY6P11,2025-04-16,103702.5
LBY6P11,2025-04-18,104057.2
LBY6P11,2025-04-27,105344.7
LBY6P11,2025-05-04,105974.0
LBY6P11,2025-05-16,107617.1
LBY6P11,2025-05-21,108216.2
LBY6P11,2025-05-30,109480.9
LBY6P11,2025-06-20,112182.6
LBY6P11,2025-06-28,113390.4
LBY6P11,2025-07-01,113873.9
LBY6P11,2025-07-03,114075.1
LBY6P11,2025-07-08,114682.0
LBY6P11,2025-07-10,115084.4
LBY6P11,2025-07-11,115232.9
LBY6P11,2025-07-15,115885.3
LBY6P11,2025-07-26,117537.7
LBY6P11,2025-07-29,117944.7
LBY6P11,2025-08-03,118764.2
LBY6P11,2025-08-31,123031.0
LBY6P11,2025-09-03,123498.6
LBY6P11,2025-09-10,124568.2
LBY6P11,2025-09-18,125941.4
LBY6P11,2025-10-07,128536.1
LBY6P11,2025-10-13,129431.1
LBY6P11,2025-10-14,129607.0
LBY6P11,2025-10-16,129751.6
LBY6P11,2025-11-01,132007.0
LBY6P11,2025-11-05,132511.1
LBY6P11,2025-11-13,133689.2
LBY6P11,2025-11-14,133854.1
LBY6P11,2025-11-21,134785.1
LBY6P11,2025-11-28,135997.0
LBY6P11,2025-12-01,136565.5
LBY6P11,2025-12-14,138480.1
LBY6P11,2025-12-22,139918.6
LBY6P11,2025-12-27,140465.3
LBY6P11,2026-01-05,141899.4
LBY6P11,2026-01-06,142051.2
LBY6P11,2026-01-11,142685.0
LBY6P11,2026-01-18,143758.9
LBY6P11,2026-01-19,143854.2
LBY6P11,2026-01-20,143932.0
LBY6P11,2026-01-25,144678.6
LBY6P11,2026-02-07,146236.1
LBY6P11,2026-02-14,147356.4
LBY6P11,2026-02-17,147941.5
LBY6P11,2026-02-21,148592.3
LBY6P11,2026-02-25,149190.8
LBY6P11,2026-03-06,150423.9
LBY6P11,2026-03-07,150578.6
LBY6P11,2026-03-08,150731.3
LBY6P11,2026-03-09,150855.6
LBY6P11,2026-03-11,151045.9
LBY6P11,2026-03-12,151230.4
LBY6P11,2026-03-16,151900.8
LBY6P11,2026-03-18,152228.7
LBY6P11,2026-03-25,153420.1
LBY6P11,2026-04-10,155455.0
LBY6P11,2026-04-12,155806.0
LBY6P11,2026-04-15,156281.3
LBY6P11,2026-04-16,156289.7
LBY6P11,2026-04-22,157168.3
LBY6P11,2026-05-03,158645.1
LBY6P11,2026-05-15,160832.4
LBY6P11,2026-05-17,161103.4
LBY6P11,2026-05-27,162140.9
LBY6P11,2026-05-28,162147.6
LBY6P11,2026-05-31,162462.0
MJB8Z95,2024-01-01,27864.9
MJB8Z95,2024-01-03,28024.4
MJB8Z95,2024-01-19,30118.5
MJB8Z95,2024-01-23,30399.2
MJB8Z95,2024-01-24,30539.8
MJB8Z95,2024-02-08,32388.3
MJB8Z95,2024-03-01,35429.4
MJB8Z95,2024-03-05,36008.8
MJB8Z95,2024-03-10,36859.3
MJB8Z95,2024-03-15,37400.8
MJB8Z95,2024-03-17,37535.0
MJB8Z95,2024-03-29,39101.9
MJB8Z95,2024-04-19,41839.4
MJB8Z95,2024-04-29,43339.1
MJB8Z95,2024-05-08,44503.3
MJB8Z95,2024-06-07,48496.7
MJB8Z95,2024-06-14,49347.1
MJB8Z95,2024-06-15,49342.8
MJB8Z95,2024-06-16,49495.9
MJB8Z95,2024-06-28,50871.4
MJB8Z95,2024-07-06,51911.8
MJB8Z95,2024-07-07,52062.1
MJB8Z95,2024-07-09,52381.7
MJB8Z95,2024-07-20,53645.1
MJB8Z95,2024-07-25,54346.4
MJB8Z95,2024-08-08,56387.9
MJB8Z95,2024-08-17,57393.5
MJB8Z95,2024-08-23,58281.0
MJB8Z95,2024-09-07,60335.0
MJB8Z95,2024-09-11,60975.3
MJB8Z95,2024-09-13,61257.0
MJB8Z95,2024-09-16,61688.1
MJB8Z95,2024-09-26,63079.3
MJB8Z95,2024-10-09,64616.6
MJB8Z95,2024-10-13,65026.4
MJB8Z95,2024-10-26,66485.0
MJB8Z95,2024-11-05,67739.4
MJB8Z95,2024-11-18,69423.8
MJB8Z95,2024-11-28,70223.2
MJB8Z95,2024-12-06,71341.5
MJB8Z95,2024-12-23,73493.1
MJB8Z95,2025-01-01,74700.7
MJB8Z95,2025-01-10,75698.8
MJB8Z95,2025-01-16,76608.0
MJB8Z95,2025-01-29,77932.6
MJB8Z95,2025-02-02,78443.4
MJB8Z95,2025-02-21,81001.3
MJB8Z95,2025-03-01,82026.8
MJB8Z95,2025-03-17,84342.9
MJB8Z95,2025-03-20,84726.0
MJB8Z95,2025-03-22,85045.6
MJB8Z95,2025-04-01,86495.1
MJB8Z95,2025-04-02,86642.9
MJB8Z95,2025-04-08,87352.6
MJB8Z95,2025-05-04,90404.6
MJB8Z95,2025-05-06,90593.1
MJB8Z95,2025-05-16,91767.6
MJB8Z95,2025-05-20,92344.0
MJB8Z95,2025-06-07,94381.4
MJB8Z95,2025-06-09,94703.4
MJB8Z95,2025-06-14,95396.4
MJB8Z95,2025-06-17,95768.4
MJB8Z95,2025-06-29,97571.3
MJB8Z95,2025-07-10,99262.9
MJB8Z95,2025-08-01,102047.5
MJB8Z95,2025-08-03,102193.6
MJB8Z95,2025-08-04,102344.2
MJB8Z95,2025-08-06,102468.0
MJB8Z95,2025-08-08,102666.2
MJB8Z95,2025-08-10,102815.0
MJB8Z95,2025-08-11,102957.9
MJB8Z95,2025-08-13,103224.5
MJB8Z95,2025-08-17,103877.6
MJB8Z95,2025-09-01,106135.8
MJB8Z95,2025-09-23,108854.4
MJB8Z95,2025-09-25,109102.3
MJB8Z95,2025-09-28,109406.9
MJB8Z95,2025-10-09,110610.2
MJB8Z95,2025-10-18,111836.1
MJB8Z95,2025-10-20,112151.8
MJB8Z95,2025-10-24,112782.2
MJB8Z95,2025-10-29,113455.8
MJB8Z95,2025-11-05,114046.2
MJB8Z95,2025-11-11,114810.7
MJB8Z95,2025-11-12,114974.0
MJB8Z95,2025-11-30,116859.7
MJB8Z95,2025-12-11,118212.4
MJB8Z95,2025-12-12,118353.4
MJB8Z95,2025-12-29,120081.1
MJB8Z95,2026-01-03,120579.7
MJB8Z95,2026-01-05,120828.9
MJB8Z95,2026-01-07,120955.7
MJB8Z95,2026-01-08,121089.0
MJB8Z95,2026-01-17,122122.1
MJB8Z95,2026-01-20,122390.0
MJB8Z95,2026-02-05,124314.4
MJB8Z95,2026-02-13,125289.8
MJB8Z95,2026-02-15,125576.1
MJB8Z95,2026-02-24,126844.9
MJB8Z95,2026-03-03,127907.7
MJB8Z95,2026-03-04,128066.7
MJB8Z95,2026-03-09,128753.6
MJB8Z95,2026-04-03,132266.7
MJB8Z95,2026-04-11,133547.0
MJB8Z95,2026-04-14,133817.6
MJB8Z95,2026-04-27,135552.4
MJB8Z95,2026-05-01,136101.7
MJB8Z95,2026-05-05,136643.8
MJB8Z95,2026-05-10,137125.9
MJB8Z95,2026-05-12,137417.8
MJB8Z95,2026-05-18,138092.4
MJB8Z95,2026-05-23,138654.5
MJB8Z95,2026-05-24,138834.6
NAC8U26,2024-01-02,92995.8
NAC8U26,2024-01-11,95070.8
NAC8U26,2024-01-13,95473.4
NAC8U26,2024-01-15,95918.5
NAC8U26,2024-01-16,96205.3
NAC8U26,2024-02-01,99495.1
NAC8U26,2024-02-04,99927.2
NAC8U26,2024-02-12,101289.0
NAC8U26,2024-02-13,101541.2
NAC8U26,2024-02-14,101729.1
NAC8U26,2024-03-10,107183.9
NAC8U26,2024-03-11,107366.9
NAC8U26,2024-03-16,108541.2
NAC8U26,2024-03-17,108825.8
NAC8U26,2024-03-24,109953.7
NAC8U26,2024-03-29,111134.9
NAC8U26,2024-04-07,113120.1
NAC8U26,2024-04-13,114399.8
NAC8U26,2024-04-18,115646.2
NAC8U26,2024-04-26,117104.9
NAC8U26,2024-04-27,117341.6
NAC8U26,2024-05-06,119128.3
NAC8U26,2024-05-12,120473.9
NAC8U26,2024-05-23,122738.9
NAC8U26,2024-05-26,123182.7
NAC8U26,2024-05-31,123844.3
NAC8U26,2024-06-04,124737.7
NAC8U26,2024-06-05,124967.8
NAC8U26,2024-06-09,125609.5
NAC8U26,2024-07-01,130403.2
NAC8U26,2024-07-06,131585.8
NAC8U26,2024-07-12,132729.4
NAC8U26,2024-07-20,134055.9
NAC8U26,2024-08-03,136790.0
NAC8U26,2024-08-27,141802.7
NAC8U26,2024-09-07,144025.8
NAC8U26,2024-09-24,147629.0
NAC8U26,2024-09-25,147854.9
NAC8U26,2024-10-18,151782.8
NAC8U26,2024-11-10,156501.9
NAC8U26,2024-11-26,160094.1
NAC8U26,2024-12-01,161296.0
NAC8U26,2024-12-02,161485.2
NAC8U26,2024-12-03,161714.1
NAC8U26,2024-12-07,162654.6
NAC8U26,2024-12-13,163831.1
NAC8U26,2025-01-02,167848.3
NAC8U26,2025-01-09,169028.2
NAC8U26,2025-01-16,170157.2
NAC8U26,2025-01-19,170816.3
NAC8U26,2025-01-25,172172.5
NAC8U26,2025-01-27,172698.3
NAC8U26,2025-02-18,177068.5
NAC8U26,2025-02-19,177247.8
NAC8U26,2025-02-23,178096.9
NAC8U26,2025-03-12,181509.8
NAC8U26,2025-04-10,186971.1
NAC8U26,2025-04-30,191041.7
NAC8U26,2025-05-11,193336.2
NAC8U26,2025-05-13,193748.2
NAC8U26,2025-05-18,194638.6
NAC8U26,2025-05-19,194868.3
NAC8U26,2025-05-24,196102.6
NAC8U26,2025-05-25,196346.5
NAC8U26,2025-05-26,196339.9
NAC8U26,2025-06-14,200048.0
NAC8U26,2025-07-26,206992.6
NAC8U26,2025-08-05,209035.2
NAC8U26,2025-08-18,211458.2
NAC8U26,2025-08-20,211894.1
NAC8U26,2025-08-21,212122.2
NAC8U26,2025-08-22,212116.6
NAC8U26,2025-08-24,212312.3
NAC8U26,2025-09-01,214181.0
NAC8U26,2025-09-06,214956.4
NAC8U26,2025-09-12,215903.1
NAC8U26,2025-09-24,218368.4
NAC8U26,2025-10-10,221380.7
NAC8U26,2025-10-27,224656.7
NAC8U26,2025-11-09,226908.4
NAC8U26,2025-11-11,227360.4
NAC8U26,2025-11-12,227608.3
NAC8U26,2025-11-15,228077.1
NAC8U26,2025-11-27,230575.5
NAC8U26,2025-12-11,233588.2
NAC8U26,2025-12-19,235249.6
NAC8U26,2025-12-24,235695.4
NAC8U26,2025-12-27,236321.3
NAC8U26,2026-01-01,237466.4
NAC8U26,2026-01-02,237673.0
NAC8U26,2026-01-11,239773.4
NAC8U26,2026-01-12,240009.3
NAC8U26,2026-01-19,241587.4
NAC8U26,2026-01-25,242471.0
NAC8U26,2026-01-30,243557.8
NAC8U26,2026-02-05,244977.3
NAC8U26,2026-02-17,247355.7
NAC8U26,2026-02-23,248498.7
NAC8U26,2026-03-12,251813.4
NAC8U26,2026-03-18,253194.6
NAC8U26,2026-03-27,254891.7
NAC8U26,2026-03-31,255723.6
NAC8U26,2026-04-12,258316.5
NAC8U26,2026-04-13,258528.2
NAC8U26,2026-04-17,259414.2
NAC8U26,2026-04-21,260381.4
NAC8U26,2026-04-30,262146.3
NAC8U26,2026-05-01,262412.4
NAC8U26,2026-05-20,265708.9
NAC8U26,2026-05-29,267619.8
NAC8U26,2026-05-31,268002.6
NMN7W77,2024-01-01,30867.3
NMN7W77,2024-01-11,31805.4
NMN7W77,2024-01-27,33520.9
NMN7W77,2024-02-15,35418.2
NMN7W77,2024-02-18,35548.6
NMN7W77,2024-02-20,35795.8
NMN7W77,2024-02-22,36075.9
NMN7W77,2024-03-05,37174.3
NMN7W77,2024-03-13,37953.4
NMN7W77,2024-03-18,38353.4
NMN7W77,2024-04-02,40193.1
NMN7W77,2024-04-17,41579.8
NMN7W77,2024-04-19,41845.3
NMN7W77,2024-04-21,42087.4
NMN7W77,2024-04-22,42237.2
NMN7W77,2024-04-27,42862.9
NMN7W77,2024-04-30,43243.8
NMN7W77,2024-05-06,44023.4
NMN7W77,2024-05-14,45050.3
NMN7W77,2024-05-15,45178.6
NMN7W77,2024-05-18,45301.4
NMN7W77,2024-05-26,46308.2
NMN7W77,2024-05-31,46857.2
NMN7W77,2024-06-03,47129.1
NMN7W77,2024-06-13,48191.0
NMN7W77,2024-06-14,48314.8
NMN7W77,2024-06-28,49461.4
NMN7W77,2024-07-04,50213.7
NMN7W77,2024-07-11,50995.7
NMN7W77,2024-07-12,50987.5
NMN7W77,2024-07-13,51121.9
NMN7W77,2024-07-20,51952.3
NMN7W77,2024-07-24,52366.7
NMN7W77,2024-07-31,53145.4
NMN7W77,2024-08-17,55212.4
NMN7W77,2024-08-19,55494.9
NMN7W77,2024-08-22,55884.5
NMN7W77,2024-08-24,56161.9
NMN7W77,2024-09-24,59540.5
NMN7W77,2024-09-25,59661.4
NMN7W77,2024-09-26,59776.1
NMN7W77,2024-10-02,60249.4
NMN7W77,2024-10-07,60871.7
NMN7W77,2024-10-11,61416.0
NMN7W77,2024-10-12,61536.6
NMN7W77,2024-10-17,62164.6
NMN7W77,2024-10-19,62284.0
NMN7W77,2024-10-23,62637.4
NMN7W77,2024-11-05,63974.5
NMN7W77,2024-11-10,64349.8
NMN7W77,2024-11-11,64499.8
NMN7W77,2024-11-14,64866.2
NMN7W77,2024-11-27,66232.6
NMN7W77,2024-12-01,66749.2
NMN7W77,2024-12-02,66862.6
NMN7W77,2024-12-05,67162.5
NMN7W77,2024-12-10,67535.3
NMN7W77,2024-12-13,67785.3
NMN7W77,2024-12-17,68055.1
NMN7W77,2024-12-27,69351.4
NMN7W77,2025-01-04,69964.0
NMN7W77,2025-01-06,70215.5
NMN7W77,2025-01-08,70448.6
NMN7W77,2025-01-23,71976.7
NMN7W77,2025-02-06,73192.1
NMN7W77,2025-02-21,74830.9
NMN7W77,2025-02-22,74982.9
NMN7W77,2025-02-25,75341.9
NMN7W77,2025-03-10,76939.3
NMN7W77,2025-03-14,77390.0
NMN7W77,2025-03-30,78990.9
NMN7W77,2025-04-05,79822.4
NMN7W77,2025-04-09,80172.4
NMN7W77,2025-04-20,81315.2
NMN7W77,2025-04-25,81576.7
NMN7W77,2025-04-28,81939.5
NMN7W77,2025-05-02,82309.0
NMN7W77,2025-05-07,82858.1
NMN7W77,2025-05-11,83349.1
NMN7W77,2025-05-15,83909.5
NMN7W77,2025-05-23,84879.8
NMN7W77,2025-05-25,85140.4
NMN7W77,2025-05-30,85656.4
NMN7W77,2025-06-01,85797.3
NMN7W77,2025-06-02,85924.1
NMN7W77,2025-06-06,86313.3
NMN7W77,2025-06-20,87934.3
NMN7W77,2025-06-22,88232.5
NMN7W77,2025-06-23,88378.8
NMN7W77,2025-06-26,88654.9
NMN7W77,2025-07-04,89361.7
NMN7W77,2025-07-07,89471.1
NMN7W77,2025-07-10,89740.0
NMN7W77,2025-07-12,90033.8
NMN7W77,2025-07-13,90142.8
NMN7W77,2025-07-17,90631.2
NMN7W77,2025-07-23,91351.7
NMN7W77,2025-07-28,91912.9
NMN7W77,2025-08-05,92817.8
NMN7W77,2025-09-02,95530.1
NMN7W77,2025-09-06,96024.2
NMN7W77,2025-09-10,96554.8
NMN7W77,2025-09-13,96914.1
NMN7W77,2025-09-14,97048.7
NMN7W77,2025-09-15,97171.2
NMN7W77,2025-09-18,97563.0
NMN7W77,2025-09-19,97686.5
NMN7W77,2025-09-24,98389.1
NMN7W77,2025-10-09,100183.7
NMN7W77,2025-10-10,100304.2
NMN7W77,2025-10-16,101028.1
NMN7W77,2025-10-19,101387.7
NMN7W77,2025-10-24,101875.7
NMN7W77,2025-10-29,102391.9
NMN7W77,2025-11-23,104985.5
NMN7W77,2025-11-25,105201.2
NMN7W77,2025-12-03,105937.3
NMN7W77,2025-12-09,106655.6
NMN7W77,2025-12-10,106660.7
NMN7W77,2025-12-24,108463.0
NMN7W77,2026-01-04,109515.2
NMN7W77,2026-01-07,109883.7
NMN7W77,2026-01-16,110968.6
NMN7W77,2026-01-22,111621.8
NMN7W77,2026-01-28,112304.5
NMN7W77,2026-02-02,112988.3
NMN7W77,2026-02-10,114031.1
NMN7W77,2026-02-12,114046.1
NMN7W77,2026-03-10,116754.7
NMN7W77,2026-03-13,117011.7
NMN7W77,2026-03-15,117125.3
NMN7W77,2026-03-16,117254.9
NMN7W77,2026-03-18,117479.1
NMN7W77,2026-04-03,119097.5
NMN7W77,2026-04-05,119362.1
NMN7W77,2026-04-14,120216.0
NMN7W77,2026-04-16,120432.6
NMN7W77,2026-04-17,120440.5
NMN7W77,2026-04-18,120592.3
NMN7W77,2026-04-29,121739.7
NMN7W77,2026-05-04,122369.8
NMN7W77,2026-05-05,122489.9
NMN7W77,2026-05-09,122864.3
NMN7W77,2026-05-30,124818.2
NPV9M94,2024-01-02,42045.9
NPV9M94,2024-01-29,45340.0
NPV9M94,2024-02-04,45643.4
NPV9M94,2024-02-06,45802.7
NPV9M94,2024-02-09,46045.9
NPV9M94,2024-02-10,46163.1
NPV9M94,2024-02-15,46519.4
NPV9M94,2024-02-18,46821.2
NPV9M94,2024-03-01,48347.3
NPV9M94,2024-03-03,48534.0
NPV9M94,2024-03-07,49036.8
NPV9M94,2024-03-08,49204.8
NPV9M94,2024-03-17,50537.4
NPV9M94,2024-03-21,51193.5
NPV9M94,2024-03-23,51512.0
NPV9M94,2024-04-01,52251.6
NPV9M94,2024-04-10,53206.6
NPV9M94,2024-04-11,53382.3
NPV9M94,2024-04-19,54525.1
NPV9M94,2024-04-21,54826.3
NPV9M94,2024-05-01,56166.7
NPV9M94,2024-05-04,56598.0
NPV9M94,2024-05-10,57202.0
NPV9M94,2024-05-17,57736.7
NPV9M94,2024-05-25,58644.4
NPV9M94,2024-05-27,58755.7
NPV9M94,2024-05-30,58918.4
NPV9M94,2024-06-01,59091.1
NPV9M94,2024-06-06,59559.3
NPV9M94,2024-06-14,60789.2
NPV9M94,2024-06-15,60955.6
NPV9M94,2024-06-20,61551.2
NPV9M94,2024-06-27,62017.4
NPV9M94,2024-07-02,62693.7
NPV9M94,2024-07-03,62692.8
NPV9M94,2024-07-05,62963.0
NPV9M94,2024-07-26,65583.2
NPV9M94,2024-07-28,65852.7
NPV9M94,2024-08-04,66570.2
NPV9M94,2024-08-05,66721.8
NPV9M94,2024-09-11,70790.1
NPV9M94,2024-09-22,71972.7
NPV9M94,2024-10-15,74020.7
NPV9M94,2024-10-18,74332.7
NPV9M94,2024-10-22,74980.5
NPV9M94,2024-10-24,75275.9
NPV9M94,2024-11-14,77378.2
NPV9M94,2024-11-22,78306.2
NPV9M94,2024-12-03,79660.5
NPV9M94,2024-12-05,80000.0
NPV9M94,2024-12-07,80296.9
NPV9M94,2024-12-09,80589.4
NPV9M94,2024-12-13,81115.7
NPV9M94,2024-12-20,81743.5
NPV9M94,2025-01-07,83546.3
NPV9M94,2025-01-10,83827.3
NPV9M94,2025-01-11,83977.6
NPV9M94,2025-01-12,84125.8
NPV9M94,2025-01-13,84272.5
NPV9M94,2025-02-06,87047.0
NPV9M94,2025-02-17,88396.9
NPV9M94,2025-02-18,88392.9
NPV9M94,2025-03-08,90536.0
NPV9M94,2025-03-16,91666.4
NPV9M94,2025-03-26,92990.2
NPV9M94,2025-03-27,92987.1
NPV9M94,2025-04-09,94619.5
NPV9M94,2025-04-11,94905.8
NPV9M94,2025-04-14,95249.2
NPV9M94,2025-04-16,95562.6
NPV9M94,2025-04-26,96645.0
