Credit_Score,Idade,Tempo_Credito,Balanco,Qtd_Produtos,Possui_Cartao,Membro_Ativo,Salario_Anual,Genero_encoded,Pais_GERMANY,Pais_SPAIN
667,36.0,4,108508.76,1,1.0,1.0,1011687.0,1,1,0
638,52.0,6,0.0,1,1.0,0.0,14665199.0,0,0,0
805,31.0,2,105239.1,1,1.0,0.0,1011687.0,1,0,0
667,44.0,8,108862.28,2,1.0,1.0,1011687.0,1,1,0
817,32.0,8,0.0,2,1.0,1.0,1011687.0,1,0,0
670,43.0,1,98862.54,1,1.0,0.0,1011687.0,0,1,0
672,42.0,9,0.0,1,1.0,1.0,813101.0,1,0,0
602,32.0,3,0.0,2,1.0,1.0,1011687.0,1,0,0
510,31.0,6,101198.01,1,0.0,1.0,1011687.0,1,0,0
686,34.0,9,0.0,2,1.0,0.0,1011687.0,0,0,0
590,35.0,0,146324.24,2,1.0,1.0,13488933.0,0,0,0
656,34.0,4,0.0,2,1.0,1.0,1011687.0,0,0,0
758,40.0,5,144432.04,1,1.0,0.0,18093246.0,0,0,0
619,38.0,3,0.0,2,1.0,0.0,12349927.0,1,0,0
694,60.0,8,0.0,2,1.0,1.0,8665246.0,0,0,0
521,61.0,2,0.0,1,0.0,1.0,10854772.0,0,0,0
555,32.0,7,0.0,2,1.0,0.0,1011687.0,1,0,1
567,37.0,8,0.0,2,1.0,1.0,7784684.0,1,0,0
672,58.0,4,108739.14,1,1.0,0.0,1011687.0,0,1,0
593,43.0,1,0.0,1,1.0,0.0,17983445.0,1,0,0
661,34.0,2,0.0,2,1.0,0.0,1011687.0,1,0,1
702,40.0,2,0.0,1,1.0,0.0,1011687.0,0,0,1
597,32.0,1,0.0,2,1.0,1.0,1011687.0,0,0,0
646,25.0,1,0.0,1,1.0,1.0,1011687.0,1,0,1
749,46.0,1,122267.26,2,1.0,0.0,1011687.0,1,1,0
622,29.0,8,142644.64,1,1.0,0.0,1011687.0,0,0,1
497,32.0,10,111537.23,4,1.0,1.0,1011687.0,0,1,0
717,36.0,7,92716.96,1,1.0,0.0,3369378.0,0,0,0
671,33.0,9,0.0,2,1.0,1.0,1011687.0,1,0,0
769,34.0,7,137239.17,2,1.0,1.0,1011687.0,0,1,0
528,43.0,2,128770.88,2,1.0,1.0,1011687.0,1,1,0
669,43.0,10,0.0,2,1.0,0.0,18700845.0,0,0,0
537,36.0,7,0.0,1,1.0,1.0,1011687.0,1,0,1
557,33.0,1,0.0,2,1.0,0.0,1011687.0,0,0,0
730,34.0,3,0.0,2,1.0,1.0,1011687.0,0,0,0
615,37.0,1,0.0,2,1.0,1.0,7651046.0,1,0,0
683,43.0,4,0.0,2,0.0,1.0,869106.0,1,0,0
558,58.0,6,0.0,1,1.0,0.0,7065.0,0,0,0
600,31.0,0,131354.25,1,1.0,1.0,1011687.0,0,0,0
597,42.0,9,0.0,2,1.0,0.0,7066877.0,0,0,0
665,34.0,3,96645.54,3,0.0,0.0,1011687.0,0,0,0
680,34.0,3,0.0,2,1.0,0.0,1011687.0,1,0,1
598,45.0,3,0.0,2,0.0,1.0,16355319.0,1,0,0
709,51.0,5,0.0,2,1.0,1.0,1069778.0,1,0,0
704,25.0,8,0.0,2,1.0,0.0,1011687.0,1,0,0
685,29.0,7,142296.13,1,0.0,0.0,1011687.0,0,0,0
676,50.0,1,135919.8,1,1.0,0.0,1011687.0,1,1,0
693,33.0,3,0.0,1,1.0,1.0,1011687.0,0,0,1
579,48.0,4,165901.59,1,1.0,0.0,15287913.0,0,0,0
773,51.0,5,116197.65,1,1.0,1.0,1011687.0,0,1,0
639,29.0,4,0.0,1,1.0,0.0,1011687.0,1,0,0
617,31.0,4,111065.93,2,1.0,1.0,1011687.0,0,0,0
731,58.0,2,115414.19,1,0.0,0.0,516367.0,0,0,0
708,42.0,0,0.0,2,1.0,0.0,8252261.0,0,0,0
702,28.0,1,109159.58,1,0.0,0.0,1011687.0,1,0,1
635,38.0,1,0.0,2,1.0,0.0,1011687.0,1,0,1
511,32.0,7,122451.46,2,1.0,1.0,1011687.0,0,0,0
645,40.0,4,115888.04,1,1.0,1.0,1011687.0,1,1,0
738,35.0,4,0.0,2,1.0,1.0,1011687.0,0,0,1
631,37.0,4,94901.09,2,1.0,1.0,4823375.0,1,0,0
679,62.0,2,122947.92,1,1.0,1.0,1011687.0,0,1,0
560,45.0,5,0.0,1,1.0,0.0,1169775.0,1,0,0
648,28.0,4,0.0,2,1.0,0.0,1011687.0,1,0,0
639,42.0,4,0.0,2,1.0,1.0,17192293.0,1,0,0
814,32.0,8,0.0,1,1.0,0.0,1011687.0,1,0,0
743,34.0,7,0.0,1,1.0,0.0,1011687.0,0,0,1
678,21.0,0,0.0,2,1.0,1.0,1011687.0,1,0,0
749,40.0,9,0.0,1,0.0,1.0,8952024.0,1,0,0
617,41.0,2,116471.43,2,1.0,1.0,1011687.0,0,1,0
628,30.0,5,125547.53,2,1.0,0.0,1011687.0,1,0,0
721,34.0,5,0.0,1,1.0,0.0,1011687.0,1,0,0
724,32.0,5,63492.94,1,1.0,0.0,1011687.0,0,0,1
559,50.0,7,0.0,2,1.0,0.0,15299204.0,0,0,0
646,37.0,5,0.0,1,1.0,0.0,1011687.0,1,0,1
567,38.0,1,137940.47,1,1.0,0.0,899896.0,1,0,0
508,26.0,7,205962.0,1,0.0,0.0,1011687.0,1,0,0
789,37.0,4,0.0,2,0.0,0.0,9354114.0,0,0,0
695,22.0,9,0.0,1,1.0,0.0,1011687.0,0,0,0
591,38.0,4,0.0,2,1.0,1.0,1011687.0,1,0,1
704,54.0,6,103727.47,1,0.0,0.0,1011687.0,0,1,0
565,33.0,6,0.0,1,1.0,1.0,1011687.0,1,0,0
614,36.0,3,84327.77,2,1.0,1.0,1011687.0,0,0,1
659,24.0,7,103034.56,2,1.0,0.0,1011687.0,0,1,0
582,42.0,4,0.0,2,1.0,1.0,1011687.0,1,0,1
616,46.0,1,12459.19,1,0.0,0.0,1011687.0,0,0,1
678,37.0,2,0.0,2,0.0,1.0,1626997.0,1,0,0
635,34.0,3,144751.81,1,1.0,0.0,1011687.0,0,0,0
604,35.0,7,0.0,2,1.0,1.0,1011687.0,0,0,1
773,34.0,2,145578.28,1,0.0,1.0,1011687.0,1,0,0
755,50.0,7,0.0,2,1.0,1.0,19340843.0,1,0,0
511,40.0,1,0.0,2,1.0,0.0,1011687.0,0,0,1
687,66.0,7,168085.79,1,1.0,1.0,7566453.0,0,0,0
569,36.0,2,0.0,1,1.0,1.0,1011687.0,1,0,1
739,44.0,2,0.0,2,0.0,0.0,16141325.0,0,0,0
694,39.0,2,94762.95,2,1.0,0.0,1011687.0,0,1,0
634,29.0,4,97001.36,1,0.0,0.0,1011687.0,1,0,0
656,31.0,4,80541.36,2,1.0,1.0,1011687.0,1,1,0
775,35.0,8,0.0,2,0.0,1.0,1011687.0,1,0,1
719,38.0,7,123070.89,1,1.0,0.0,1011687.0,1,0,1
583,54.0,4,89079.41,1,1.0,1.0,7593735.0,0,0,0
802,41.0,3,0.0,2,1.0,1.0,1011687.0,1,0,1
587,32.0,2,130173.02,2,1.0,1.0,1011687.0,1,1,0
593,38.0,7,0.0,2,1.0,0.0,1951548.0,1,0,0
709,56.0,3,121581.56,2,0.0,1.0,1011687.0,1,1,0
710,46.0,5,135962.0,1,1.0,1.0,1011687.0,0,0,1
628,23.0,2,116805.82,1,1.0,0.0,1011687.0,1,0,0
711,46.0,9,0.0,1,1.0,0.0,18339912.0,0,0,0
658,42.0,6,0.0,1,1.0,1.0,1011687.0,1,0,1
629,27.0,1,0.0,2,1.0,1.0,1011687.0,1,0,0
565,36.0,9,0.0,2,1.0,0.0,1011687.0,1,0,1
752,37.0,1,118879.35,1,1.0,1.0,1011687.0,0,1,0
572,31.0,2,133043.66,2,0.0,0.0,1011687.0,0,0,0
648,42.0,3,113909.67,2,1.0,1.0,1011687.0,1,1,0
748,30.0,1,125961.74,1,1.0,1.0,1011687.0,1,1,0
577,40.0,2,102763.57,2,0.0,0.0,1011687.0,1,1,0
732,29.0,9,101352.78,2,1.0,0.0,1011687.0,0,0,1
612,31.0,7,0.0,1,0.0,1.0,1011687.0,1,0,0
615,22.0,5,0.0,1,0.0,1.0,1011687.0,1,0,0
576,21.0,6,115142.9,1,1.0,0.0,1011687.0,1,1,0
682,38.0,8,152210.41,1,1.0,1.0,14076031.0,1,0,0
733,61.0,5,62055.17,2,1.0,1.0,16630516.0,1,0,0
714,35.0,2,0.0,2,1.0,1.0,9382578.0,0,0,0
642,39.0,1,0.0,2,1.0,0.0,1011687.0,0,0,1
569,35.0,9,93934.63,1,0.0,0.0,18474823.0,0,0,0
695,37.0,1,0.0,1,0.0,0.0,1011687.0,1,0,1
552,35.0,9,124349.34,1,1.0,0.0,13563525.0,1,0,0
850,34.0,6,81732.88,2,1.0,1.0,1011687.0,0,0,0
730,36.0,3,0.0,2,1.0,0.0,1011687.0,0,0,1
648,46.0,8,161171.7,2,0.0,1.0,6679578.0,1,0,0
589,32.0,10,0.0,2,0.0,1.0,1011687.0,1,0,0
551,55.0,7,120905.03,1,0.0,1.0,12347588.0,0,0,0
577,38.0,10,0.0,2,0.0,1.0,16703507.0,1,0,0
567,59.0,4,0.0,2,1.0,0.0,258437.0,0,0,0
685,28.0,5,0.0,2,1.0,0.0,1011687.0,1,0,0
521,45.0,7,118050.79,1,1.0,1.0,1011687.0,1,1,0
687,37.0,6,122318.3,2,1.0,0.0,1011687.0,0,1,0
535,24.0,4,142028.36,2,1.0,1.0,1011687.0,1,0,1
697,34.0,9,0.0,1,1.0,0.0,1011687.0,0,0,0
605,36.0,8,0.0,2,0.0,1.0,1207365.0,0,0,0
703,64.0,6,0.0,1,0.0,0.0,1011687.0,1,0,1
639,45.0,8,0.0,1,1.0,1.0,1011687.0,1,0,1
468,42.0,10,0.0,2,0.0,0.0,7947663.0,1,0,0
683,33.0,9,0.0,2,1.0,0.0,1011687.0,0,0,0
592,42.0,4,0.0,1,1.0,1.0,17266839.0,1,0,0
585,37.0,4,121532.18,1,1.0,0.0,1011687.0,0,1,0
681,40.0,0,114633.55,1,1.0,0.0,1011687.0,0,1,0
588,37.0,0,143390.31,2,1.0,1.0,7094722.0,1,0,0
749,34.0,3,0.0,2,1.0,1.0,1011687.0,0,0,0
656,34.0,9,0.0,2,1.0,1.0,1011687.0,1,0,1
713,38.0,6,0.0,2,1.0,0.0,1011687.0,1,0,1
709,44.0,3,0.0,2,0.0,1.0,4743244.0,0,0,0
648,35.0,9,122929.42,2,0.0,0.0,1011687.0,1,0,1
697,30.0,7,90536.81,2,1.0,1.0,1011687.0,1,1,0
695,46.0,7,125870.86,2,1.0,0.0,1011687.0,0,1,0
463,41.0,7,0.0,2,1.0,0.0,10001579.0,1,0,0
721,42.0,9,0.0,2,1.0,1.0,11891353.0,0,0,0
667,40.0,0,0.0,2,1.0,1.0,1011687.0,0,0,1
697,34.0,4,0.0,2,1.0,1.0,1011687.0,1,0,1
576,40.0,5,116251.24,1,0.0,1.0,1011687.0,1,1,0
715,38.0,7,0.0,2,1.0,1.0,513809.0,1,0,0
704,36.0,7,120026.98,1,0.0,1.0,1011687.0,1,0,1
628,71.0,5,134593.35,1,1.0,1.0,1011687.0,1,1,0
600,28.0,10,0.0,2,1.0,0.0,1011687.0,0,0,1
632,26.0,4,0.0,2,1.0,0.0,1011687.0,1,0,0
648,48.0,1,0.0,2,1.0,1.0,6649095.0,1,0,0
850,48.0,6,159203.71,1,1.0,0.0,1055686.0,1,0,0
677,46.0,2,0.0,2,0.0,0.0,1634408.0,0,0,0
674,45.0,6,0.0,1,0.0,1.0,13000985.0,0,0,0
699,38.0,7,160541.08,2,1.0,1.0,1011687.0,1,1,0
716,29.0,2,0.0,1,1.0,0.0,1011687.0,1,0,0
648,28.0,7,0.0,2,1.0,0.0,1011687.0,1,0,1
756,62.0,4,127706.33,2,0.0,1.0,14237769.0,1,0,0
692,54.0,9,0.0,2,0.0,1.0,6270036.0,1,0,0
695,24.0,1,118770.85,1,0.0,0.0,1011687.0,0,0,0
563,22.0,4,137583.04,1,0.0,1.0,1011687.0,1,0,0
499,29.0,1,116084.32,1,0.0,1.0,1011687.0,1,0,1
594,38.0,7,0.0,2,1.0,0.0,17773707.0,1,0,0
676,42.0,8,0.0,2,1.0,0.0,15666071.0,1,0,0
620,38.0,4,0.0,2,1.0,1.0,1011687.0,1,0,1
708,61.0,3,0.0,1,1.0,0.0,13130068.0,1,0,0
655,29.0,2,0.0,2,0.0,0.0,1011687.0,0,0,0
752,26.0,7,115309.75,1,1.0,1.0,1011687.0,0,1,0
649,34.0,3,166824.59,1,0.0,1.0,1011687.0,1,1,0
499,34.0,10,0.0,2,1.0,0.0,1011687.0,1,0,0
629,40.0,2,121647.54,1,1.0,1.0,1011687.0,1,1,0
710,35.0,2,0.0,2,1.0,1.0,9444045.0,1,0,0
649,41.0,8,81818.49,1,0.0,1.0,1011687.0,1,0,1
652,30.0,4,127786.28,2,1.0,1.0,1011687.0,1,1,0
696,40.0,9,98443.15,1,1.0,0.0,1011687.0,0,0,1
679,35.0,2,0.0,2,0.0,1.0,11378325.0,1,0,0
633,26.0,6,148363.38,2,1.0,0.0,1011687.0,0,1,0
555,33.0,5,137822.18,1,1.0,1.0,1011687.0,0,1,0
682,29.0,9,0.0,2,0.0,1.0,1011687.0,1,0,0
639,27.0,1,0.0,2,1.0,1.0,1011687.0,0,0,0
579,45.0,8,0.0,1,0.0,0.0,4598552.0,1,0,0
491,38.0,8,0.0,1,1.0,0.0,16146531.0,0,0,0
611,46.0,9,125544.52,2,1.0,0.0,11948401.0,1,0,0
850,30.0,4,131765.65,1,1.0,1.0,1011687.0,0,0,1
647,42.0,8,0.0,2,1.0,1.0,9105527.0,1,0,0
668,43.0,6,0.0,1,1.0,1.0,5352003.0,0,0,0
613,40.0,2,0.0,2,1.0,0.0,7140518.0,1,0,0
718,40.0,6,125292.89,2,0.0,1.0,7294562.0,1,0,0
615,32.0,3,0.0,2,1.0,0.0,1011687.0,0,0,0
726,28.0,8,0.0,2,1.0,1.0,1011687.0,0,0,0
687,35.0,9,0.0,2,1.0,0.0,1033405.0,1,0,0
535,59.0,10,0.0,1,1.0,1.0,1011687.0,1,0,1
581,43.0,9,0.0,2,1.0,0.0,8882767.0,1,0,0
699,38.0,1,96116.56,1,1.0,1.0,14391317.0,1,0,0
605,37.0,7,0.0,2,1.0,0.0,14593705.0,1,0,0
686,45.0,1,141782.57,1,1.0,1.0,10229715.0,1,0,0
678,30.0,6,121702.73,1,1.0,1.0,1011687.0,1,0,0
644,42.0,6,121345.88,1,1.0,1.0,1011687.0,1,1,0
751,33.0,6,0.0,2,1.0,1.0,1011687.0,0,0,0
615,44.0,5,0.0,2,1.0,1.0,8698145.0,0,0,0
671,38.0,7,111213.43,2,0.0,0.0,8649009.0,1,0,0
661,51.0,7,148363.37,1,1.0,1.0,1011687.0,1,1,0
703,60.0,3,0.0,2,1.0,1.0,1011687.0,0,0,1
706,33.0,5,137494.66,2,0.0,1.0,1011687.0,1,1,0
721,29.0,4,0.0,1,1.0,1.0,1011687.0,1,0,0
613,30.0,6,125920.21,1,1.0,1.0,1011687.0,0,0,0
628,53.0,2,0.0,1,1.0,0.0,1011687.0,0,0,1
595,48.0,9,0.0,3,1.0,0.0,1011687.0,1,0,1
582,28.0,6,0.0,2,0.0,0.0,1011687.0,0,0,0
687,40.0,2,0.0,2,1.0,0.0,4823375.0,1,0,0
637,42.0,3,0.0,2,1.0,1.0,1011687.0,1,0,1
850,34.0,9,0.0,2,1.0,0.0,1011687.0,1,0,0
691,34.0,9,0.0,2,1.0,0.0,1011687.0,1,0,0
572,33.0,3,0.0,2,0.0,0.0,1011687.0,1,0,1
542,36.0,6,116968.95,1,0.0,1.0,1011687.0,0,0,1
728,39.0,1,0.0,1,1.0,0.0,18227025.0,0,0,0
758,33.0,4,96792.11,1,1.0,1.0,1011687.0,0,1,0
850,39.0,4,136416.82,1,1.0,0.0,16481559.0,1,0,0
726,42.0,6,145966.6,1,1.0,0.0,1011687.0,0,0,1
685,31.0,8,0.0,2,0.0,1.0,1011687.0,1,0,1
728,47.0,8,0.0,1,1.0,0.0,1011687.0,1,0,1
614,42.0,10,0.0,2,0.0,0.0,15190278.0,1,0,0
578,23.0,7,118569.93,1,1.0,0.0,1011687.0,1,0,0
754,28.0,8,0.0,2,1.0,1.0,1011687.0,0,0,1
718,35.0,5,0.0,2,1.0,1.0,12140906.0,0,0,0
598,43.0,6,110783.28,1,1.0,0.0,1011687.0,1,0,1
777,43.0,2,0.0,2,1.0,0.0,2178591.0,1,0,0
699,29.0,7,0.0,1,1.0,1.0,1011687.0,1,0,0
661,28.0,3,0.0,2,1.0,1.0,1011687.0,1,0,0
624,36.0,8,0.0,2,1.0,1.0,1011687.0,1,0,1
716,54.0,10,92310.86,1,0.0,0.0,1011687.0,1,1,0
806,44.0,2,0.0,2,1.0,1.0,5494751.0,1,0,0
645,34.0,6,116084.32,1,1.0,1.0,1011687.0,1,0,0
635,37.0,8,151525.76,1,1.0,0.0,15131628.0,1,0,0
749,28.0,8,0.0,2,1.0,1.0,1011687.0,0,0,0
592,47.0,7,0.0,2,1.0,1.0,1616535.0,0,0,0
677,36.0,7,0.0,2,0.0,0.0,18559934.0,1,0,0
603,40.0,1,0.0,2,1.0,1.0,1011687.0,0,0,1
607,37.0,4,0.0,1,1.0,1.0,6131215.0,1,0,0
738,62.0,2,133536.12,2,1.0,1.0,1011687.0,1,1,0
809,52.0,8,145984.59,1,1.0,1.0,1011687.0,0,1,0
556,60.0,0,0.0,1,1.0,0.0,1011687.0,0,0,1
592,48.0,6,0.0,1,0.0,1.0,15305919.0,1,0,0
773,43.0,10,80673.96,1,1.0,0.0,7267875.0,1,0,0
663,33.0,6,0.0,2,1.0,1.0,1011687.0,0,0,1
651,49.0,2,90727.79,1,0.0,1.0,8598354.0,1,0,0
725,30.0,7,0.0,2,0.0,1.0,1011687.0,1,0,0
638,48.0,4,0.0,2,1.0,0.0,17983345.0,1,0,0
578,34.0,7,113923.81,1,1.0,1.0,1011687.0,1,0,0
711,40.0,8,0.0,2,1.0,0.0,1235858.0,1,0,0
721,33.0,2,72535.45,1,1.0,1.0,1011687.0,0,0,1
610,39.0,7,0.0,2,1.0,0.0,5586738.0,1,0,0
695,39.0,3,118560.0,1,1.0,1.0,13173623.0,0,0,0
703,39.0,7,131694.59,1,0.0,0.0,1011687.0,1,0,1
648,30.0,8,0.0,1,1.0,1.0,1011687.0,1,0,0
709,29.0,9,122552.34,2,1.0,0.0,1011687.0,0,0,0
725,45.0,6,124737.63,2,0.0,1.0,1011687.0,1,1,0
602,39.0,5,0.0,2,1.0,0.0,16996412.0,1,0,0
645,39.0,8,0.0,2,1.0,0.0,9686436.0,1,0,0
710,44.0,2,0.0,1,1.0,0.0,9261296.0,0,0,0
590,34.0,3,0.0,2,1.0,0.0,1011687.0,1,0,0
559,44.0,4,0.0,2,1.0,0.0,1725269.0,0,0,0
546,34.0,8,0.0,2,1.0,1.0,1011687.0,1,0,0
793,39.0,7,128882.49,1,0.0,1.0,1011687.0,1,0,1
711,26.0,7,0.0,2,0.0,0.0,1011687.0,0,0,0
656,37.0,8,0.0,2,0.0,1.0,1011687.0,0,0,1
605,39.0,5,0.0,1,0.0,1.0,17361709.0,1,0,0
586,31.0,4,0.0,1,1.0,1.0,1011687.0,1,0,0
624,41.0,3,54098.18,2,1.0,1.0,1011687.0,0,0,1
538,59.0,0,0.0,1,0.0,0.0,17945366.0,0,0,0
711,34.0,0,93716.72,1,1.0,0.0,1011687.0,1,0,0
690,52.0,0,87926.24,3,1.0,0.0,16226093.0,1,0,0
547,36.0,2,113348.4,2,1.0,0.0,1011687.0,1,1,0
683,26.0,1,0.0,2,0.0,1.0,1011687.0,1,0,0
708,39.0,8,0.0,2,1.0,0.0,17236326.0,0,0,0
712,26.0,2,0.0,2,1.0,0.0,1011687.0,1,0,0
729,32.0,5,103818.43,1,0.0,1.0,1011687.0,1,0,0
714,29.0,6,0.0,2,0.0,1.0,1011687.0,1,0,1
757,50.0,2,121898.66,1,1.0,0.0,1011687.0,0,1,0
634,32.0,3,121404.64,1,0.0,1.0,1011687.0,0,0,0
815,32.0,5,124777.88,2,1.0,1.0,1011687.0,0,1,0
494,41.0,2,69974.66,2,1.0,1.0,1011687.0,0,0,1
677,41.0,1,95312.8,1,1.0,1.0,1011687.0,1,1,0
616,31.0,2,149961.95,1,0.0,0.0,1011687.0,0,1,0
710,42.0,3,0.0,2,1.0,1.0,623751.0,0,0,0
633,29.0,3,0.0,2,1.0,0.0,1011687.0,1,0,0
850,44.0,2,0.0,1,1.0,1.0,13023463.0,0,0,0
523,31.0,5,112668.7,1,1.0,1.0,1011687.0,0,0,0
473,53.0,3,133618.01,1,0.0,1.0,1011687.0,0,1,0
628,39.0,9,131359.04,1,0.0,0.0,11566852.0,0,0,0
524,35.0,5,0.0,2,1.0,1.0,1011687.0,0,0,1
648,41.0,9,114088.32,1,1.0,0.0,1011687.0,0,1,0
677,58.0,8,57530.06,1,1.0,1.0,1011687.0,1,0,1
731,34.0,2,120596.32,1,1.0,1.0,1011687.0,1,1,0
762,36.0,8,0.0,2,1.0,1.0,2626189.0,1,0,0
584,40.0,6,82441.75,2,0.0,0.0,1011687.0,0,1,0
671,38.0,2,0.0,2,1.0,0.0,1011687.0,0,0,1
597,36.0,7,0.0,2,1.0,1.0,12651709.0,1,0,0
752,43.0,4,122929.51,1,1.0,1.0,12083081.0,1,0,0
697,28.0,8,74988.59,2,1.0,1.0,1011687.0,0,0,0
684,64.0,8,78707.16,1,1.0,1.0,1011687.0,1,0,1
629,36.0,6,0.0,2,1.0,1.0,1011687.0,0,0,1
694,40.0,10,95039.73,1,1.0,1.0,1011687.0,1,1,0
651,38.0,7,104015.54,1,1.0,0.0,1011687.0,1,1,0
584,50.0,0,0.0,1,1.0,0.0,1011687.0,0,0,1
687,33.0,2,121898.58,1,1.0,1.0,1011687.0,0,1,0
685,29.0,7,132667.17,1,1.0,1.0,1011687.0,1,0,0
705,61.0,4,0.0,1,1.0,1.0,10072768.0,0,0,0
793,43.0,3,0.0,2,0.0,0.0,1011687.0,0,0,1
586,46.0,0,0.0,3,1.0,0.0,13155382.0,0,0,0
850,44.0,7,80562.96,1,1.0,1.0,1011687.0,1,0,1
628,39.0,1,0.0,1,1.0,0.0,17691342.0,0,0,0
613,49.0,8,0.0,2,0.0,0.0,15782254.0,1,0,0
837,42.0,6,110942.9,1,0.0,0.0,17257643.0,0,0,0
758,30.0,6,0.0,2,1.0,1.0,1011687.0,0,0,1
652,39.0,2,103696.97,2,0.0,0.0,15522105.0,0,0,0
623,37.0,2,0.0,2,0.0,1.0,11697105.0,0,0,0
728,51.0,10,0.0,1,0.0,0.0,13052913.0,0,0,0
594,42.0,8,0.0,1,1.0,1.0,1011687.0,1,0,1
697,27.0,5,0.0,2,0.0,1.0,1011687.0,0,0,0
579,26.0,4,129109.02,2,0.0,0.0,1011687.0,0,0,0
596,41.0,5,0.0,2,0.0,0.0,1011687.0,1,0,1
679,42.0,1,0.0,1,1.0,0.0,10276393.0,1,0,0
681,35.0,2,0.0,2,1.0,1.0,1011687.0,0,0,0
704,37.0,6,115895.42,1,1.0,0.0,417617.0,1,0,0
667,35.0,7,75915.75,4,1.0,0.0,14383576.0,1,0,0
516,46.0,0,104947.72,1,0.0,1.0,11578925.0,0,0,0
641,41.0,2,139762.13,1,1.0,1.0,1011687.0,1,1,0
545,22.0,1,67996.23,1,0.0,0.0,1011687.0,0,0,0
582,31.0,4,0.0,2,1.0,1.0,1011687.0,1,0,1
716,39.0,10,115301.31,1,1.0,0.0,1011687.0,1,1,0
481,47.0,5,124923.35,1,1.0,0.0,1011687.0,0,1,0
709,40.0,9,102742.91,1,0.0,1.0,1011687.0,1,1,0
726,37.0,7,0.0,2,1.0,0.0,10083522.0,1,0,0
667,37.0,6,133811.78,1,1.0,0.0,6236833.0,0,0,0
724,34.0,3,0.0,2,1.0,1.0,1011687.0,1,0,0
689,28.0,5,95328.6,1,1.0,0.0,1011687.0,0,0,1
744,39.0,6,115409.63,1,1.0,1.0,1011687.0,0,1,0
614,34.0,8,104450.86,1,0.0,1.0,1011687.0,1,0,0
821,26.0,7,150725.19,1,1.0,1.0,1011687.0,0,0,0
708,34.0,7,0.0,2,1.0,0.0,1011687.0,0,0,0
718,28.0,9,0.0,2,1.0,0.0,1011687.0,1,0,0
611,42.0,3,0.0,2,0.0,0.0,1011687.0,0,0,1
631,46.0,6,0.0,2,1.0,0.0,15190278.0,1,0,0
693,33.0,8,121685.31,2,1.0,1.0,1011687.0,0,0,0
605,36.0,3,125785.23,1,1.0,1.0,1011687.0,0,1,0
726,29.0,0,0.0,1,1.0,1.0,1011687.0,1,0,0
548,41.0,8,0.0,1,1.0,0.0,1698977.0,1,0,0
790,25.0,1,102994.04,1,1.0,1.0,1011687.0,0,0,0
833,28.0,2,0.0,2,0.0,0.0,1011687.0,0,0,0
732,36.0,4,0.0,2,1.0,0.0,14088932.0,0,0,0
619,41.0,4,0.0,1,1.0,1.0,1011687.0,1,0,1
603,36.0,9,0.0,2,1.0,0.0,18071228.0,1,0,0
702,44.0,9,0.0,1,1.0,0.0,1011687.0,1,0,1
703,35.0,7,0.0,2,1.0,1.0,16695782.0,1,0,0
762,30.0,3,0.0,1,1.0,0.0,1011687.0,0,0,0
652,41.0,6,0.0,2,1.0,0.0,8297069.0,1,0,0
679,24.0,7,148071.18,1,1.0,0.0,1011687.0,1,1,0
641,48.0,2,0.0,2,1.0,1.0,5795849.0,1,0,0
543,35.0,6,147731.75,1,1.0,1.0,14150127.0,0,0,0
539,50.0,0,104760.82,1,1.0,1.0,1011687.0,1,1,0
756,31.0,8,0.0,2,1.0,0.0,1011687.0,0,0,1
726,40.0,3,0.0,2,0.0,1.0,19628846.0,1,0,0
661,34.0,2,0.0,2,1.0,1.0,1011687.0,0,0,0
756,24.0,7,0.0,2,1.0,0.0,1011687.0,1,0,0
642,33.0,1,79962.92,1,1.0,0.0,1011687.0,1,1,0
766,40.0,7,99165.84,1,1.0,1.0,1011687.0,1,1,0
714,35.0,2,138857.59,2,1.0,0.0,1011687.0,1,1,0
683,35.0,10,0.0,1,1.0,0.0,16013149.0,1,0,0
652,36.0,9,139859.2,1,1.0,1.0,6451112.0,1,0,0
532,32.0,7,80922.75,2,1.0,0.0,1011687.0,0,0,1
652,32.0,7,0.0,2,1.0,1.0,1011687.0,1,0,0
589,23.0,9,153760.24,2,1.0,1.0,1011687.0,0,1,0
717,37.0,6,120825.4,1,0.0,0.0,1011687.0,1,1,0
775,40.0,1,0.0,1,1.0,0.0,1011687.0,0,0,1
850,37.0,4,0.0,2,1.0,1.0,1011687.0,1,0,1
676,39.0,2,126825.79,1,1.0,0.0,1011687.0,0,1,0
602,27.0,1,0.0,2,1.0,0.0,1011687.0,1,0,0
712,27.0,8,149525.34,2,1.0,0.0,1011687.0,1,0,0
590,38.0,3,75212.28,2,1.0,1.0,1011687.0,0,0,1
616,39.0,5,139562.05,2,1.0,1.0,788796.0,1,0,0
679,34.0,2,0.0,2,1.0,1.0,1011687.0,0,0,0
795,43.0,9,0.0,2,1.0,0.0,1011687.0,0,0,1
629,46.0,9,61172.57,1,1.0,0.0,9264792.0,1,0,0
706,40.0,4,0.0,2,1.0,0.0,1229254.0,1,0,0
721,38.0,7,139431.57,3,0.0,0.0,1011687.0,0,1,0
678,54.0,1,123699.28,2,1.0,0.0,1011687.0,0,1,0
593,25.0,7,0.0,2,0.0,1.0,1011687.0,1,0,0
547,50.0,2,0.0,2,1.0,1.0,9086097.0,1,0,0
663,37.0,8,0.0,2,1.0,0.0,17033835.0,1,0,0
